fotang_id,location_name,location_mandarin_name,latitude,longitude,area,country_iso,localityId,street,postal_code
163,Vihara K. Pinang (Surya Maitreya),,,,Korwil_4,IDN,11743,Jl.Jend.Sudirman gg.Bakaran Batu,21464
164,Vihara S. Brombang (Mandala Tirta Maitreya),,,,Korwil_4,IDN,9025,Jl. Tirta,21473
165,Vihara Brastagi (Semesta Maitreya),,,,Korwil_4,IDN,7890,Villa Alam Indah Brastagi No.16,22171
166,Vihara Batang Kuis (Suvarna Patra Maitreya),,,,Korwil_4,IDN,8262,"Jl. Pembangunan No. 48, Batang Kuis",20372
167,Vihara Sibolga (Sukhavati Maitreya),,,,Korwil_4,IDN,12317,Jl. Diponegoro No.9,22513
168,Vihara K. Simpang (Anugrah Maitreya),,,,Korwil_4,IDN,4835,Jl.Iskandar Muda 21,24475
169,Vihara Sumatera Barat (Metta Maitreya),,,,Korwil_4,IDN,13562,Jl. Belakang Pondok 5 C,25134
170,Vihara Pekanbaru (Pusdiklat Bumi Suci Maitreya),天生佛堂,,,Korwil_4,IDN,15674,Jl. Bukit Barisan III/IV No.99 RT. 03 RW III Kel. Tampan Kec. Payung Sekaki,28292
171,Vihara Pekanbaru (Mandala Maitreya), ,,,Korwil_4,IDN,15639,Jl. H. Khadijah Ali 33-35,28155
172,Vihara Pekanbaru (Ariya Maitreya),,,,Korwil_4,IDN,15635,Jl. Kuantan Raya Blok Q No.16,28151
173,Vihara Pekanbaru (Citta Maitreya),,,,Korwil_4,IDN,15660,Jl. Tuanku Tambusai Centra Nangka Mas No. 1,28124
174,Vihara Pekanbaru (Harapan Maitreya),,,,Korwil_4,IDN,15667,Jl. H. Imam Munandar Kompleks SMB No. 8,28126
175,Vihara Perawang (Permata Maitreya),,,,Korwil_4,IDN,15183,Jl. Karet,28685
176,Vihara Bengkalis (Maitreya Sakti),,,,Korwil_4,IDN,14319,Jl. Diponegoro No. 68,28711
177,Vihara Bengkalis (Sinar Maitreya),,,,Korwil_4,IDN,15599,Desa Kudap,28752
178,Vihara Bengkalis (Kasih Maitreya),,,,Korwil_4,IDN,14352,"Jl. Api-api, Sungai Raya",28754
179,Vihara Bengkalis (Dharma Maitreya),,,,Korwil_4,IDN,14372,Jl. Jend. Sudirman 345,28761
180,Vihara Selatpanjang (Maitreya Loka),,,,Korwil_4,IDN,15516,Jl. Teuku Umar 85-A,28753
181,Vihara Selatpanjang (Mulia Maitreya),,,,Korwil_4,IDN,15601,"Jl. Punak, Desa Selat Akar",28752
182,Vihara Dumai (Mudita Maitreya),,,,Korwil_4,IDN,15727,Jl. Kamboja 103,28826
183,Vihara Dumai (Purnama Maitreya),,,,Korwil_4,IDN,15707,Jl. Batu Bintang 162,28816
184,Vihara Dumai (Sakti Maitreya),,,,Korwil_4,IDN,15715,"Jl. PU, Kel. Lubuk Gaung RT 02/ RW 02",28826
185,Vihara Rupat (Murni Maitreya),,,,Korwil_4,IDN,14398,"Desa Pangkalan Durian, RW 05",28781
186,Vihara Rupat (Kasih Maitreya),,,,Korwil_4,IDN,14396,"Kampung Rampang, Kel. Tj. Kapal, RT 07/ RW 03",28781
187,Vihara Rupat (Maitreya Binjai),,,,Korwil_4,IDN,14400,"Desa Hutan Panjang, Kec. Rupat",28781
188,Vihara Rupat (Baruna Maitreya),,,,Korwil_4,IDN,14413,Jl. Pelita RT. 02 RW 01,28781
189,Vihara Rupat (Vimala Maitreya),,,,Korwil_4,IDN,14401,"Dusun Pancur Jaya, Kel. Pangkalan Nyirih",28781
190,Vihara Duri (Paramita Maitreya),,,,Korwil_4,IDN,14382,Jl. Rokan No.28,29893
191,Vihara Rupat (Wisata Maitreya),,,,Korwil_4,IDN,14409,Jl. Yukeng Tanjung Medang,28781
192,Vihara Rohil (Maitreya Dwipa),,,,Korwil_4,IDN,14985,Jl. Perdagangan No.133,28912
193,Vihara Rohil (Duta Maitreya),,,,Korwil_4,IDN,15028,Jl. Gereja 33,28991
194,Vihara Rohil (Samudera Maitreya),,,,Korwil_4,IDN,15047,Jl. Sekolah 25,28912
195,Vihara Inhil (Prajna Maitreya),,,,Korwil_4,IDN,14509,Jl. Letda M. Boya 27,29212
196,Vihara Inhil (Bodhi Maitreya),,,,Korwil_4,IDN,14583,"Jl. Merdeka, Kuala Enok",29271
197,Vihara Inhu (Prajnamitra Maitreya),,,,Korwil_4,IDN,14126,Jl. Bupati Tulus,29319
198,Vihara Siak (Surya Maitreya),,,,Korwil_4,IDN,15190,Jl.. Sultan Syarif Qasim,28773
199,Vihara Pkl. Kerinci (Anugerah Maitreya),,,,Korwil_4,IDN,14722,Kompleks Kerinci Business Centre Blok BB No.09,28654
200,Vihara Penyengat (Cahaya Maitreya),,,,Korwil_4,IDN,15172,"Jl.batin rimbun rt001-rw 001, dusun 1",28662
201,Vihara Kembung Baru (Sukacita Maitreya),,,,Korwil_4,IDN,14365,Kembung Baru,28754
202,Vihara Jangkang (Ceria Maitreya),,,,Korwil_4,IDN,14356,Jangkang,28754
203,Vihara Kelemantan (Damai Maitreya),,,,Korwil_4,IDN,14335,Kelemantan,28711
204,Vihara Bantan Timur (Bahagia Maitreya),,,,Korwil_4,IDN,14350,Bantan Timur,28754
205,Vihara Bantan Tengah (Gembira Maitreya),,,,Korwil_4,IDN,14349,Jl. Gajah Mada,28711
206,Vihara Penebal (Sukses Maitreya),,,,Korwil_4,IDN,14332,Penebal,28711
207,Vihara Maitreya (Sekolah Bengkalis),,,,Korwil_4,IDN,14337,Bengkalis,28713
208,Vihara Tanjung Padang (Karunia Maitreya),,,,Korwil_4,IDN,15595,Tanjung Padang,28752
209,Vihara Selat Panjang (Virya Prajna Maitreya),慧健佛堂,,,Korwil_4,IDN,15518,Jl. teladan selatpanjang timur,28753
210,Vihara Kundur (Mustika Maitreya),,,,Korwil_4,IDN,15555,Jl. Sidosari,28753
211,Vihara Sokop (Cemerlang Maitreya),,,,Korwil_4,IDN,15607,Sokop,28755
212,Vihara Kepau Baru (Cahaya Kasih Maitreya),,,,Korwil_4,IDN,15591,"Jl. Utama, Dusun III",28753
213,Vihara Sonde (Bahtera Maitreya),,,,Korwil_4,IDN,15614,Sonde,28755
214,Vihara Gunap (Maitreya Gunap),,,,Korwil_4,IDN,14396,Gunap,28781
215,Vihara Simpur (Sumber Kasih Maitreya),,,,Korwil_4,IDN,14413,Jl. Poros Ibnu Sina,28781
216,Vihara Bagan Batu (Adhi Maitreya),,,,Korwil_4,IDN,15028,Bagan Batu,28992
217,Vihara Tanjung Pinang (Maitreya Agung),善德佛堂,,,Korwil_4,IDN,25536,Jl. Pelantar IV No. 35,29112
218,Vihara Tanjung Pinang (Sinar Maitreya),,,,Korwil_4,IDN,25538,Jl. Rawasari Blok H-222,29112
219,Vihara Tanjung Pinang (Tirta Maitreya),,,,Korwil_4,IDN,25543,Jl. Besar Tepi Laut,29111
220,Vihara Tanjung Pinang (Karya Maitreya),,,,Korwil_4,IDN,25534,Jl. Pelantar Sulawesi I No. 18,29112
221,Vihara Tanjung Pinang (Sinar Bodhi Maitreya),,,,Korwil_4,IDN,25540,Jl. D.I.Panjaitan KM.IX,29125
222,Vihara Tanjung Pinang (Cetya Bintang Maitreya),,,,Korwil_4,IDN,25536,Jl. Pelantar Alibaba No. 18,29112
223,Vihara Tanjung Pinang (Bumi Maitreya),,,,Korwil_4,IDN,25546,Jl. Ir. Sutami No. 38,29122
224,Vihara Tanjung Pinang (Cetya Puja Maitreya),,,,Korwil_4,IDN,25536,Jl. Nila No. 23 RT.03/RW.014,29113
225,Vihara Kijang (Cetya Surya Dharma Maitreya),,,,Korwil_4,IDN,25137,Kampong Sidodadi RT.01/ RW.05 ,29151
226,Vihara Tanjung Uban (Maitreya Permai),,,,Korwil_4,IDN,25143,Jl. Indunsuri Lobam,29152
227,Vihara Dabo Singkep (Kumala Maitreya),,,,Korwil_4,IDN,25332,Jl. Dewa Ruci RT.06/ RW.03,29871
228,Vihara Dabo Singkep (Kencana Maitreya),,,,Korwil_4,IDN,25355,Paya Luas Barat RT.03/RW.04,29875
229,Vihara Tanjung Balai (Bodhi Maitreya),,,,Korwil_4,IDN,25195,Jl. Ahmad Yani No.4 RT.04/RW.13,29661
230,Vihara Tanjung Balai (Meral Maitreya),,,,Korwil_4,IDN,25201,Jl. Ahmad Yani No.5,29664
231,Vihara Tanjung Balai (Naga Maitreya),,,,Korwil_4,IDN,25354,Jl. A. Yani Gg. Burung Pipit No. 9 Baran II,29873
232,Vihara Pulau Buru (Genta Maitreya),,,,Korwil_4,IDN,25216,Jl. Lundang Panjang,29664
233,Vihara Tanjung Batu (Loka Maitreya),明仁佛堂,,,Korwil_4,IDN,25190,Jl. Pasir Gembur No. 8,29662
234,Vihara Sawang Kundur (Parama Maitreya),,,,Korwil_4,IDN,25222,Jl. Besar Sawang No.10,29662
235,Vihara Tanjung Balai (Pusdiklat Graha Syukur Bahagia),,,,Korwil_4,IDN,25211,Jl. Soekarno Hatta Kamp. Bangun Sari,29663
236,Vihara Batam (Metta Maitreya),,,,Korwil_4,IDN,25498,Komp. Nagoya City Centre Blok A No.5-6,29444
237,Vihara Batam (Lucky Maitreya),,,,Korwil_4,IDN,25498,Komp. Winsor Phase II Blok A No.1,29441
238,Vihara Batam (Cetya Maitreya Perintis),,,,Korwil_4,IDN,25514,Bengkong Harapan I Blok F-21,29458
239,Vihara Batam (Cetya Bahagia Maitreya),,,,Korwil_4,IDN,25504,Tanjungpiayu Blok J No.21,29437
240,Vihara Batam (Maha Vihara Duta Maitreya),"天恩彌勒佛院",,,Korwil_4,IDN,25522,Jl. Bukit Beruntung Sei-Panas,29461
241,Vihara Batam (Prajna Maitreya),,,,Korwil_4,IDN,25514,Kel. Bengkong Laut Kec. Bengkong,29458
242,Vihara Batam (Vihara Tiban Maitreya),,,,Korwil_4,IDN,25483,Kel. Tiban Kec. Sekupang,29427
243,Vihara Surabaya (Dana Maitreya),榮光佛堂,,,Korwil_5,IDN,49127,Jl. Kalisari No. 23,60273
244,Pusdiklat & Vihara Maitreya Khirti,,,,Korwil_5,IDN,20350,Jl. Tembesu Gg. Sariputra No. 385/989,30114
245,Vihara Palembang (Satya Maitreya),,,,Korwil_5,IDN,20398,Jl. D.I.Panjaitan Gg.Muawanah No.9 Plaju,30119
246,Vihara Palembang (Altar Maitreya),,,,Korwil_5,IDN,20323,Jl. Sei Itam No.692 RT/RW 11/4 Bukit Besar,30134
247,Vihara Palembang (Maitreya Raya),,,,Korwil_5,IDN,20360,"Jl. Sukabangun II Km.6,5 No.1007/IM/2000 Suak Simpur",30961
248,Vihara Palembang (Subur Maitreya),,,,Korwil_5,IDN,20418,Jl. MP. Mangku Negara No. 1492 A Kenten Pipa,30961
249,Vihara Palembang (Sutra Maitreya),,,,Korwil_5,IDN,20408,Jl. Karya Baru RT 79 Km. 7,30138
250,Pusdiklat & Maha Vihara Cahaya Maitreya,,,,Korwil_5,IDN,20373,"Jl. Tribarata belakang taspen kelurahan pahlawan Km 3,5 ",30128
251,Vihara Lahat (Suara Maitreya),,,,Korwil_5,IDN,18147,Jl. Prajurit Suhit 104 A,31419
252,Vihara Baturaja (Metta Maitreya),,,,Korwil_5,IDN,17369,Jl. Pahlwan Kemarung No. 417,32121
253,Vihara Prabumulih (Prajna Maitreya),,,,Korwil_5,IDN,20542,Jl. M.Husein 319,31146
254,Vihara Bengkulu (Rukun Maitreya),,,,Korwil_5,IDN,22030,Jl. Hibrida Raya  3 Rt.VIII,38229
255,Vihara Jambi (Putra Maitreya),,,,Korwil_5,IDN,17197,Jl. Diponegoro Gg. Tritura No. 38,36123
256,Vihara Jambi (Ksanti Maitreya),,,,Korwil_5,IDN,16769,Jl. Jendral Sudirman No.36,36514
257,Vihara Bandar Lampung (Maitreya Giri),,,,Korwil_5,IDN,24632,Jl. Laksamana Malahayati No.1,35223
258,Vihara Bandar Lampung (Maitreya Sutta),,,,Korwil_5,IDN,24696,Jl. Let. Jend. Soeprapto No. 20,35127
259,Vihara Bandar Lampung (Khsanti Maitreya),,,,Korwil_5,IDN,24713,"Jl. Ikan Tembakang, Gg. Arwana II no. 26",35226
260,Vihara Metro (Baladewa Maitreya),,,,Korwil_5,IDN,24734,Jl. Terong No. 39,34124
261,Vihara Gedong Tataan (Sukacita Maitreya),,,,Korwil_5,IDN,23992,Jl. Raya Penengahan No.197,35366
262,Vihara Pangkal Pinang (Citra Maitreya),,,,Korwil_5,IDN,25129,"Jl. Batu Giok I No 76 Pangkal pinang, Bangka",33684
263,Vihara Jebus (Dharma Citra Maitreya),,,,Korwil_5,IDN,25046,"Jl. Bukit Lintang II, Parit 3",33362
264,Vihara Sungai Liat (Triloka Maitreya),,,,Korwil_5,IDN,24742,Jl. Laut No 132A Kuday,33211
265,Vihara Toboali (Prajna Paramita Maitreya),,,,Korwil_5,IDN,24871,Jl. Ampera Dalam,33783
266,Vihara Merawang (Satya Dharma Maitreya),,,,Korwil_5,IDN,24771,Jl. Raya Sungailiat,33172
267,Vihara Belinyu (Padma Maitreya),,,,Korwil_5,IDN,24753,Jl. Sungai Butun,33253
268,Vihara Lumut (Langgeng Maitreya),,,,Korwil_5,IDN,24763,Jl. Raya Lumut,33253
269,Vihara Koba (Indah Maitreya),,,,Korwil_5,IDN,24923,Jl. Kenanga Atas,33681
270,Vihara Jebus (Mustika Maitreya),,,,Korwil_5,IDN,25008,Jl. Raya Jebus No 47 A,33362
271,Vihara Muntok (Sempurna Maitreya),,,,Korwil_5,IDN,24988,Jl. Sungai Daeng tebing tinggi,33351
272,Vihara Bakik (Wahyu Maiitreya),,,,Korwil_5,IDN,25045,Jl. Pantai Bakik Gg. Bahagia,33362
273,Vihara Pangkal Pinang (Mulia Maitreya),,,,Korwil_5,IDN,25129,Jl. Kamp. Samak Air Itam,33684
274,Vihara Kebun Jeruk (Mitra Maitreya),,,,Korwil_5,IDN,24829,"Jl. Hasan Saie, Desa Kebun Jeruk",33412
275,Vihara Pilang (Damai Maitreya),,,,Korwil_5,IDN,24830,"Jl. Perikanan, Desa Pilang",33411
276,Vihara Tanjung Binga (Abdi Maitreya),,,,Korwil_5,IDN,24857,"Jl. Tanjung Kelayang, Desa Tanjung Binga",33414
277,Vihara Manggar (Cahaya Maitreya),,,,Korwil_5,IDN,25057,Jl. Jend. Sudirman No.238 Manggar,33512
278,Vihara Kelapa Kampit (Berkah Maitreya),,,,Korwil_5,IDN,25077,"Jl. Pasar No.60, Kec. Kelapa Kampit",33571
279,Vihara Damar (Kasih Maitreya),,,,Korwil_5,IDN,25081,"Jl. Pasar, Desa Damar",33515
280,Vihara Gantung (Maitreya Agung),,,,Korwil_5,IDN,25061,"Jl. PMD I, Desa Kampung Baru, Gantung",33516
281,Pusdiklat & Maha Vihara Sejahtera Maitreya,慧福佛堂,,,Korwil_5,IDN,62888,Jl. D.I. Panjaitan RT. 20 No. 68,75243
282,Vihara Samarinda (Mandala Dharma Maitreya),,,,Korwil_5,IDN,62890,Jl. Yos Sudarso Gg. II No. 78,75242
283,Vihara Balikpapan (Buddha Maitreya),,,,Korwil_5,IDN,62825,Jl. Jend. A. Yani No. 18,76124
284,Vihara Tarakan (Surya Maitreya),,,,Korwil_5,IDN,63380,Jl. Ki Hajar Dewantara Gg. Melati No. 43,77114
285,Vihara Berau (Selamat Maitreya),,,,Korwil_5,IDN,62310,Jl. AKB Sanipah II No. 26,77315
286,Vihara Sintang (Maitreya Agung),,,,Korwil_5,IDN,56839,Jl. Kol. Soegiono Gg. Vihara No. 1,78613
287,Vihara Putussibau (Cahaya Maitreya),,,,Korwil_5,IDN,57420,Pulau Bergerak Desa Penai,78773
288,Vihara Palangkaraya (Inti Maitreya),,,,Korwil_5,IDN,59833,Jl. Aries No. 32 RT. 01 Komplek Amaco,74874
289,Vihara Sampit (Karuna Maitreya),,,,Korwil_5,IDN,58441,Jl. Caman No. 28,74323
290,Vihara Pangkalanbun (Dharma Maitreya),,,,Korwil_5,IDN,58316,Jl. Pramuka Kel. Pasir Panjang,74181
291,Vihara Banjarmasin (Bhavana Maitreya),,,,Korwil_5,IDN,61853,Jl. Veteran No. 69,70236
292,Vihara Kendari (Tekad Maitreya),,,,Korwil_5,IDN,72511,Jl.May.S.Parman No.54,93121
293,Vihara Bau Bau (Buddhata Maitreya),,,,Korwil_5,IDN,72558,"Jl.A.Yani.No.88, Kel.tombak",93717
294,Vihara Kolaka (Buddha Maitreya),,,,Korwil_5,IDN,70320,Jl.Pramuka no.38,93516
295,Vihara Kolaka (Sejahtera Maitreya),,,,Korwil_5,IDN,70320,Jl. Mekongga Indah No. 95,93561
296,Vihara Makassar (Ratna Maitreya),,,,Korwil_5,IDN,70132,"Jl. Jampea No. 12/16, Kelurahan Pattunuang",90174
297,Vihara Makassar (Buddha Maitreya),寶德佛堂,,,Korwil_5,IDN,70139,Jl. Sangir Lrg. 218 No. 2; Jl. Sangir No. 103,90172
298,Vihara Makassar (Lahuta Maitreya),,,,Korwil_5,IDN,70126,"Jl. Wahab Tarru No. 4, Kel. Baru",90174
299,Vihara Palopo (Surupa Maitreya),,,,Korwil_5,IDN,70267,Jl. Kartini No. 8 (Skrg: Diponegoro),91913
300,Vihara Parepare (Kasih Maitreya),,,,Korwil_5,IDN,70249,"Jln. Pettana Rajeng No. 9, Kel. Ujung Baru, Suriang",91131
301,Vihara Palu (Dharma Sunya Maitreya),,,,Korwil_5,IDN,67232,"Jl. Sungai Lariang No. 63A, Palu",94111
302,Vihara Donggala (Upekkha Maitreya),,,,Korwil_5,IDN,65773,"Jl. Trans Sulawesi No. 999, Donggala",94351
303,Vihara Luwuk (Paramita Maitreya),,,,Korwil_5,IDN,65283,"Jl. KH. Agus Salim No. 82, Luwuk",94712
304,Vihara Toli-Toli (Viriya Maitreya),,,,Korwil_5,IDN,65982,"Jl. Languyu No. 1, Toli-Toli",94514
305,Vihara Buol (Nirmanakaya Maitreya),,,,Korwil_5,IDN,66077,Jl. Syarif Mansur No Buol,94565
306,Vihara Mamuju (Buddha Maitreya),,,,Korwil_5,IDN,73389,"Jl. Pangeran  Diponegoro No. 95 Karema, Kec. Mamuju",91512
307,Vihara Manado (Mandalatama Maitreya),,,,Korwil_5,IDN,65031,Jl. Sudirman IV no. 15,95122
308,Vihara Kotamobagu (Maha Maitreya),,,,Korwil_5,IDN,65232,"Jl. Terminal Gang Budi No, 138",95716
309,Vihara Bitung (Prajna Maitreya),,,,Korwil_5,IDN,65058,Jl. AA. Maramis No. 53 B Kel Kadoodan Link. III,95256
310,Vihara Jayapura (Buddha Maitreya),,,,Korwil_5,IDN,77361,Jl. Kelapa Dua Entrop No. 18 Belakang Bank  Syariah Mandiri,99221
311,Vihara Sorong (Buddha Maitreya),,,,Korwil_5,IDN,79184,Jl. Basuki Rahmat Km 9.5 Kelurahan Klaudufu Kec. Remu Selatan Kota Sorong,98412
312,Vihara Manokwari (Buddha Maitreya),,,,Korwil_5,IDN,77725,Jl. Merdeka No. 39  Kelurahan Pardani Kec. Manokwari Barat  Samping Toko Bank Panin,98312
313,Vihara Gorontalo (Pusdiklat Buddha Maitreya),,,,Korwil_5,IDN,73299,Jl. Takiniode Kel.Ipolo,96112
314,Vihara Ternate (Nurani Maitreya),,,,Korwil_5,IDN,76273,Jl. Arnold Mononutu No.141,97713
315,"Maha Vihara Maitreya Pontianak","天慈彌勒佛院",,,Korwil_6,IDN,58112,Jl. Arteri Supadio,78391
316,Vihara Pontianak (Maitreya Murti),,,,Korwil_6,IDN,58256,Jl. Beringin No. 12A,78243
317,Vihara Pontianak (Sutta Maitreya),,,,Korwil_6,IDN,58258,Jl. Irama No. 17,78244
318,Vihara Pontianak (Wirya Maitreya),,,,Korwil_6,IDN,58236,Jl. Gajahmada XI No. 10,78122
319,Vihara Pontianak (Prajna Maitreya),,,,Korwil_6,IDN,58112,Jl. Bumi Indah Raya No. 49B,78391
320,Vihara Pontianak (Purnama Maitreya),,,,Korwil_6,IDN,58237,Jl. Karya Baru Permai Blok A No. 1,78115
321,Vihara Pontianak (Mandala Maitreya),天育佛堂,,,Korwil_6,IDN,58112,Jl. Parit Haji Muksin,78121
322,Vihara Siantan (Sasana Maitreya),,,,Korwil_6,IDN,58252,Jl. Selat Makasar No. 38,78243
323,Vihara Sei Kakap (Nibbana Maitreya),,,,Korwil_6,IDN,58226,Jl. Sungai Kakap Gg. Beringin,78381
324,Vihara Segedong (Maitreya Loka),,,,Korwil_6,IDN,56384,Segedong,78351
325,Vihara Sei Pinyuh (Satya Maitreya),,,,Korwil_6,IDN,56356,Jl. Usaha Baru No. 1,78353
326,Vihara Mempawah (Ratana Maitreya),,,,Korwil_6,IDN,56341,Jl. Melati No. 12,78912
327,Vihara Sosok (Mudita Maitreya),,,,Korwil_6,IDN,56507,Jl. Sosok II No. 33,78562
328,Vihara Tayan (Metta Maitreya),,,,Korwil_6,IDN,56518,Jl. Dwikora No. 88,78564
329,Vihara Nanga Pinoh (Iddhi Maitreya),,,,Korwil_6,IDN,57918,Jl. Kenanga No. 44,79672
330,Vihara Ketapang (Sila Maitreya),,,,Korwil_6,IDN,56757,Jl. Imam Bonjol,78821
331,Vihara Padang Tikar (Panna Maitreya),,,,Korwil_6,IDN,58169,Jl. Medan Sari No. 18,78385
332,Vihara Nanga Serawai (Panna Maitreya),,,,Korwil_6,IDN,57119,Jl. Bayang Kara,78683